event_type,event_cause,latitude,longitude,corridor,zone,police_station,junction,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime
Vehicle Breakdown,Breakdown,12.9664716,77.5949491,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Junction near Halasuru Gate Traffic PS,High,False,Truck,2024-03-20 04:41:15,2024-03-20 05:05:46
Vehicle Breakdown,Breakdown,12.9655901,77.6195322,Other Corridor,Central Zone,Halasur Traffic PS,Asc Junction,Low,False,Bus,2024-03-01 21:09:07,2024-03-01 22:51:30
Other,Other,12.9225895,77.6192286,Hosur Road,South-East Zone,Madiwala Traffic PS,Junction near Madiwala Traffic PS,High,False,None,2024-03-01 20:47:52,2024-03-02 02:18:03
Other,Tree Fall,13.0298298,77.5386426,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Junction near Yeshwanthpura Traffic PS,High,False,None,2024-03-20 05:30:45,2024-03-20 09:30:44
Vehicle Breakdown,Breakdown,13.0405183,77.5443817,ORR North 2,West Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Car,2024-03-01 22:52:17,2024-03-02 00:15:19
Vehicle Breakdown,Breakdown,12.9528879,77.5410156,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Dr Rajkumar Circle,High,False,Bus,2024-03-02 02:01:13,2024-03-02 02:19:13
Vehicle Breakdown,Breakdown,12.9929454,77.5952517,Other Corridor,Central Zone,High ground Traffic PS,Chavundaraya Circle,Low,False,Other,2024-03-02 03:30:15,2024-03-02 05:30:23
Vehicle Breakdown,Breakdown,12.9898458,77.5026764,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,LCV,2024-03-02 04:39:02,2024-03-02 04:54:43
Vehicle Breakdown,Breakdown,12.9687152,77.7011103,ORR East 2,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,Bus,2024-03-20 06:55:43,2024-03-20 07:14:29
Vehicle Breakdown,Breakdown,13.0723917,77.5927483,Bellary Road 2,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,High,False,Car,2024-03-02 04:06:55,2024-03-02 04:33:37
Vehicle Breakdown,Breakdown,12.9609423,77.6382014,Old Airport Road,Central Zone,Halasur Traffic PS,Dr Rajkumar Circle,High,False,Auto-Rickshaw,2024-03-02 03:35:04,2024-03-02 04:02:14
Vehicle Breakdown,Breakdown,12.989118,77.5082493,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,LCV,2024-03-20 08:48:15,2024-03-20 09:20:30
Vehicle Breakdown,Breakdown,12.9933993,77.5742441,Other Corridor,Central Zone,Sheshadripuram Traffic PS,Junction near Sheshadripuram Traffic PS,Low,False,Bus,2024-03-02 05:49:49,2024-03-02 07:02:36
Vehicle Breakdown,Breakdown,12.9752109,77.5869675,Other Corridor,Central Zone,Halasuru Gate Traffic PS,Krishna Rajendra Circle,Low,False,Car,2024-03-02 06:25:51,2024-03-02 08:13:23
Road Repair,Construction,12.9608586,77.7477127,Other Corridor,Whitefield Zone,Whitefield Traffic PS,Junction near Whitefield Traffic PS,Low,False,None,2024-03-20 12:29:41,2024-03-20 17:05:46
Vehicle Breakdown,Breakdown,12.9774011,77.6269206,Old Madras Road,Whitefield Zone,Halasur Traffic PS,A Nanjappa Circle,High,False,Truck,2024-03-02 18:58:38,2024-03-02 19:53:52
Other,Other,12.94750702,77.53336802,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,None,2024-03-02 18:36:57,2024-03-02 23:39:56
Vehicle Breakdown,Breakdown,12.987823,77.512435,Magadi Road,West Zone,Kamakshipalya Traffic PS,Srigandakavulu Junction,High,False,Bus,2024-03-02 21:25:32,2024-03-02 22:52:05
Vehicle Breakdown,Breakdown,12.9566617,77.5495833,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,Car,2024-03-20 19:11:13,2024-03-20 20:29:19
Accident,Accident,12.9973228,77.6641514,ORR North 1,Whitefield Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,High,False,None,2024-03-20 19:44:39,2024-03-20 20:18:52
Vehicle Breakdown,Breakdown,13.0427284,77.5979712,ORR North 1,North Zone,Hebbala Traffic PS,Junction near Hebbala Traffic PS,High,False,Other,2024-03-02 20:15:20,2024-03-02 20:38:11
Vehicle Breakdown,Breakdown,12.9864603,77.5211997,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,Truck,2024-03-02 23:35:29,2024-03-03 00:39:47
Road Repair,Construction,12.969728,77.7007284,ORR East 2,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-20 20:22:34,2024-03-21 10:05:46
Road Repair,Construction,12.983856,77.577635,Other Corridor,Central Zone,High ground Traffic PS,Junction near High ground Traffic PS,Low,False,None,2024-03-03 01:26:00,2024-03-03 01:47:55
Other,Other,13.0046075,77.5839114,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Mahalakshmi Mandir Circle,High,False,None,2024-03-03 02:56:01,2024-03-03 03:10:22
Vehicle Breakdown,Breakdown,12.9242728,77.6289004,Other Corridor,Central Zone,Adugodi Traffic PS,Krupanidhi College Junction,Low,False,Car,2024-03-03 04:42:52,2024-03-03 05:32:56
Vehicle Breakdown,Breakdown,12.9608055,77.5837247,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Junction near Halasuru Gate Traffic PS,High,False,Bus,2024-03-03 05:37:10,2024-03-03 06:16:11
Vehicle Breakdown,Breakdown,12.9996084,77.5837695,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Md Nanjundaswamy Circle,High,False,Car,2024-03-03 08:32:46,2024-03-03 09:01:56
Vehicle Breakdown,Breakdown,12.912748,77.5588434,Other Corridor,Central Zone,K.S. Layout Traffic PS,Junction near K.S. Layout Traffic PS,Low,False,Bus,2024-03-20 23:22:01,2024-03-21 00:46:25
Protest,Public Event,12.9561458,77.6939553,Old Airport Road,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-03 13:15:27,2024-03-03 20:05:46
Protest,Public Event,12.956161,77.6940295,Old Airport Road,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-03 13:16:35,2024-03-03 20:05:46
Protest,Public Event,12.9562766,77.6940173,Old Airport Road,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-03 13:11:54,2024-03-03 20:05:46
Protest,Public Event,12.9564768,77.6941351,Old Airport Road,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-03 13:40:49,2024-03-03 20:05:46
Vehicle Breakdown,Breakdown,13.030265,77.5376033,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Gorguntepalya Junction,High,False,Truck,2024-03-20 23:43:02,2024-03-20 23:55:04
Vehicle Breakdown,Breakdown,12.9674799,77.5881237,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Hudson Circle,High,False,Bus,2024-03-03 18:11:25,2024-03-03 18:19:50
Protest,Public Event,12.9561595,77.6939741,Old Airport Road,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-03 13:25:16,2024-03-03 20:05:46
Vehicle Breakdown,Breakdown,12.9366109,77.518765,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Rajarajeshwari Junction,High,False,Bus,2024-03-03 21:50:26,2024-03-03 22:14:12
Vehicle Breakdown,Breakdown,12.9504221,77.537437,West of Chord Road,Central Zone,Byatarayanapura Traffic PS,Kimco Junction,High,False,Car,2024-03-21 00:26:55,2024-03-21 00:56:39
Vehicle Breakdown,Breakdown,12.9592669,77.5555347,Mysore Road,Central Zone,Chamarajpet Traffic PS,Junction near Chamarajpet Traffic PS,High,False,Bus,2024-03-03 23:11:17,2024-03-04 00:12:02
Other,Other,13.1611682,77.595828,Other Corridor,Central Zone,Chikkajala Traffic PS,Junction near Chikkajala Traffic PS,Low,False,None,2024-03-04 01:23:20,2024-03-04 02:02:06
Vehicle Breakdown,Breakdown,12.9227216,77.5434673,Other Corridor,Central Zone,Banashankari Traffic PS,Junction near Banashankari Traffic PS,Low,False,Bus,2024-03-04 00:03:19,2024-03-04 01:00:38
Other,Other,12.95259479,77.54110281,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,None,2024-03-21 01:36:59,2024-03-21 01:43:49
Vehicle Breakdown,Breakdown,12.9736658,77.5133989,Other Corridor,Central Zone,Jnanabharathi Traffic PS,Junction near Jnanabharathi Traffic PS,Low,False,Other,2024-03-21 03:25:51,2024-03-21 04:20:19
Vehicle Breakdown,Breakdown,13.034825,77.628625,ORR North 1,North Zone,K.G. Halli Traffic PS,Junction near K.G. Halli Traffic PS,High,False,LCV,2024-03-04 07:16:24,2024-03-04 07:57:10
Vehicle Breakdown,Breakdown,12.967418,77.588269,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Hudson Circle,High,False,Bus,2024-03-04 07:13:45,2024-03-04 08:43:57
Vehicle Breakdown,Breakdown,13.0143908,77.5836271,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Enayathulla Mehkri Circle,High,False,LCV,2024-03-21 05:09:49,2024-03-21 06:36:36
Vehicle Breakdown,Breakdown,12.9656183,77.7489031,Other Corridor,Whitefield Zone,Whitefield Traffic PS,Junction near Whitefield Traffic PS,Low,False,Bus,2024-03-21 05:21:52,2024-03-21 06:43:00
Vehicle Breakdown,Breakdown,13.048748,77.5492821,Other Corridor,West Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,Low,False,Car,2024-03-04 09:42:19,2024-03-04 09:51:15
Vehicle Breakdown,Breakdown,12.9747008,77.5706582,Other Corridor,Central Zone,Chamarajpet Traffic PS,Cottonpet Circle,Medium,True,Bus,2024-03-21 05:40:13,2024-03-21 06:10:42
Vehicle Breakdown,Breakdown,12.9899456,77.5050229,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,Bus,2024-03-21 06:23:34,2024-03-21 07:31:08
Vehicle Breakdown,Breakdown,13.0364192,77.5247759,Tumkur Road,West Zone,Peenya Traffic PS,Junction near Peenya Traffic PS,High,False,Truck,2024-03-04 19:51:16,2024-03-04 20:13:13
Vehicle Breakdown,Breakdown,13.0186047,77.7071521,Other Corridor,Whitefield Zone,K.R. Pura Traffic PS,Junction near K.R. Pura Traffic PS,Low,False,Other,2024-03-04 19:47:42,2024-03-04 20:19:24
Vehicle Breakdown,Breakdown,12.9995843,77.6743103,Other Corridor,Whitefield Zone,Banaswadi Traffic PS,Junction near Banaswadi Traffic PS,Low,False,Car,2024-03-04 20:46:02,2024-03-04 22:47:06
Waterlogging,Waterlogging,12.9167593,77.5951407,Other Corridor,Central Zone,Jayanagara Traffic PS,East End Circle,Low,False,None,2024-03-04 20:46:20,2024-03-04 22:47:45
Road Repair,Construction,12.9694437,77.7006895,ORR East 2,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-04 21:01:23,2024-03-05 10:05:46
Vehicle Breakdown,Breakdown,13.1247059,77.5743002,Other Corridor,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,Low,False,Bus,2024-03-21 06:15:17,2024-03-21 06:43:01
Vehicle Breakdown,Breakdown,12.9563033,77.5471671,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,Car,2024-03-21 06:44:02,2024-03-21 06:53:27
Vehicle Breakdown,Breakdown,13.0328676,77.5330108,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Junction near Yeshwanthpura Traffic PS,High,False,LCV,2024-03-04 21:33:53,2024-03-04 21:43:50
Road Repair,Potholes,12.9807787,77.6028248,CBD 1,Central Zone,Shivajinagar Traffic PS,Junction near Shivajinagar Traffic PS,Critical,True,None,2024-03-04 21:24:54,2024-03-04 22:09:59
Vehicle Breakdown,Breakdown,13.0389307,77.625055,Hennur Main Road,Central Zone,K.G. Halli Traffic PS,Nagawara Junction,High,False,Bus,2024-03-04 22:06:45,2024-03-04 22:46:42
Vehicle Breakdown,Breakdown,12.930687,77.5434701,ORR West 1,West Zone,Banashankari Traffic PS,Hoaskerehalli Circle,High,False,LCV,2024-03-21 07:13:03,2024-03-21 08:00:08
Vehicle Breakdown,Breakdown,12.9639551,77.588634,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Eto Junction,High,False,Bus,2024-03-21 07:58:30,2024-03-21 08:42:27
Accident,Accident,12.9210146,77.6205632,Hosur Road,South-East Zone,Madiwala Traffic PS,Junction near Madiwala Traffic PS,High,False,None,2024-03-04 22:42:51,2024-03-04 23:02:09
Vehicle Breakdown,Breakdown,13.0209793,77.5840805,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Junction near Sadashivanagar Traffic PS,High,False,LCV,2024-03-04 23:02:01,2024-03-04 23:28:14
Vehicle Breakdown,Breakdown,12.9558953,77.5459545,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,Bus,2024-03-04 23:55:04,2024-03-05 00:15:49
Road Repair,Construction,12.9382954,77.7454769,Other Corridor,Whitefield Zone,Whitefield Traffic PS,Junction near Whitefield Traffic PS,Low,False,None,2024-03-21 19:29:21,2024-03-21 20:35:46
Vehicle Breakdown,Breakdown,13.0400877,77.5186791,Tumkur Road,West Zone,Peenya Traffic PS,Jalahalli Cross Junction,High,False,LCV,2024-03-05 02:21:45,2024-03-05 02:36:33
Waterlogging,Waterlogging,12.9832947,77.5956604,CBD 2,Central Zone,Cubbon Park Traffic PS,Junction near Cubbon Park Traffic PS,High,False,None,2024-03-05 02:47:57,2024-03-06 02:05:36
Vehicle Breakdown,Breakdown,13.0184217,77.56126,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,Junction near Yeshwanthpura Traffic PS,High,False,Bus,2024-03-21 20:31:17,2024-03-21 20:48:40
Vehicle Breakdown,Breakdown,13.0099235,77.5058763,Other Corridor,West Zone,Peenya Traffic PS,Junction near Peenya Traffic PS,Low,False,Bus,2024-03-21 21:06:59,2024-03-21 23:24:15
Vehicle Breakdown,Breakdown,12.9642504,77.5705495,Mysore Road,Central Zone,Chamarajpet Traffic PS,Junction near Chamarajpet Traffic PS,High,False,Truck,2024-03-05 05:43:36,2024-03-05 06:38:53
Vehicle Breakdown,Breakdown,12.9799244,77.5811144,Other Corridor,Central Zone,Upparpet Traffic PS,Junction near Upparpet Traffic PS,Low,False,Bus,2024-03-21 21:43:09,2024-03-21 21:55:24
Vehicle Breakdown,Breakdown,12.9874512,77.5194712,Magadi Road,West Zone,Kamakshipalya Traffic PS,Sumnahalli Junction,High,False,Bus,2024-03-05 06:11:26,2024-03-05 07:13:03
Vehicle Breakdown,Breakdown,12.9869915,77.5190838,Magadi Road,West Zone,Kamakshipalya Traffic PS,Sumnahalli Junction,High,False,Bus,2024-03-05 06:10:17,2024-03-05 07:14:34
Vehicle Breakdown,Breakdown,13.0201251,77.5838337,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Junction near Sadashivanagar Traffic PS,High,False,Car,2024-03-21 22:26:57,2024-03-21 22:41:02
Vehicle Breakdown,Breakdown,12.9220949,77.6452776,ORR East 1,South-East Zone,HSR Layout Traffic PS,Junction near HSR Layout Traffic PS,Critical,True,Bus,2024-03-21 22:47:23,2024-03-21 23:09:02
Vehicle Breakdown,Breakdown,13.0908603,77.5965681,Bellary Road 2,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,High,False,Car,2024-03-05 18:12:44,2024-03-05 18:37:06
Vehicle Breakdown,Breakdown,13.0287972,77.6206363,Other Corridor,Central Zone,K.G. Halli Traffic PS,Junction near K.G. Halli Traffic PS,Low,False,Bus,2024-03-22 00:18:05,2024-03-22 00:58:00
Vehicle Breakdown,Breakdown,12.9758667,77.5875667,Other Corridor,Central Zone,Halasuru Gate Traffic PS,Krishna Rajendra Circle,Medium,True,Bus,2024-03-21 23:16:29,2024-03-21 23:36:32
Vehicle Breakdown,Breakdown,13.0389266,77.5181671,Tumkur Road,West Zone,Peenya Traffic PS,Junction near Peenya Traffic PS,High,False,Bus,2024-03-05 20:07:08,2024-03-05 20:17:20
Vehicle Breakdown,Breakdown,12.9572592,77.5518976,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Junction near Byatarayanapura Traffic PS,High,False,Bus,2024-03-05 20:41:42,2024-03-05 20:48:28
Vehicle Breakdown,Breakdown,13.0410532,77.5189396,Tumkur Road,West Zone,Chikkabanavara Traffic PS,Junction near Chikkabanavara Traffic PS,High,False,Bus,2024-03-22 01:21:53,2024-03-22 01:45:27
Signal Failure,Congestion,13.0413404,77.6223957,Hennur Main Road,Central Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2024-03-22 04:49:19,2024-03-22 07:27:09
Road Repair,Construction,12.9695083,77.7005878,ORR East 2,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-05 21:07:23,2024-03-06 10:05:46
Vehicle Breakdown,Breakdown,13.0439611,77.5571076,ORR North 2,West Zone,Jalahalli Traffic PS,Bel Circle,High,False,Bus,2024-03-05 21:19:44,2024-03-05 22:58:32
Vehicle Breakdown,Breakdown,12.9192208,77.5422099,Other Corridor,Central Zone,Banashankari Traffic PS,Junction near Banashankari Traffic PS,Low,False,Bus,2024-03-22 06:17:24,2024-03-22 06:36:53
Vehicle Breakdown,Breakdown,12.9616822,77.5842475,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Junction near Halasuru Gate Traffic PS,High,False,Bus,2024-03-22 06:34:52,2024-03-22 08:27:27
Vehicle Breakdown,Breakdown,12.9749679,77.5866242,Other Corridor,Central Zone,Halasuru Gate Traffic PS,Junction near Halasuru Gate Traffic PS,Low,False,Bus,2024-03-05 22:46:19,2024-03-05 23:22:45
Vehicle Breakdown,Breakdown,12.995197,77.6084033,Other Corridor,Central Zone,Pulikeshinagar(F.Town) Traffic PS,Junction near Pulikeshinagar(F.Town) Traffic PS,Low,False,Bus,2024-03-05 22:57:05,2024-03-05 23:38:09
Road Repair,Construction,12.9694371,77.7006242,ORR East 2,Whitefield Zone,HAL Old Airport Traffic PS,Junction near HAL Old Airport Traffic PS,High,False,None,2024-03-21 20:39:36,2024-03-22 10:05:46
Vehicle Breakdown,Breakdown,13.1013365,77.5835663,Other Corridor,North Zone,Yelahanka Traffic PS,Junction near Yelahanka Traffic PS,Low,False,Bus,2024-03-05 23:41:47,2024-03-06 00:45:31
Vehicle Breakdown,Breakdown,13.0423267,77.5489333,ORR North 2,West Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Truck,2024-03-22 18:23:00,2024-03-22 19:04:54
Other,Other,12.9749573,77.5746712,Other Corridor,Central Zone,Upparpet Traffic PS,Junction near Upparpet Traffic PS,Low,False,None,2024-03-06 01:09:22,2024-03-06 01:22:08
Signal Failure,Congestion,13.0408793,77.6173343,ORR North 1,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2024-03-06 01:11:48,2024-03-06 02:04:14
Other,Other,12.9238396,77.5534147,ORR West 1,West Zone,Banashankari Traffic PS,Junction near Banashankari Traffic PS,High,False,None,2024-03-22 20:06:39,2024-03-22 20:26:56
Other,Other,12.9898548,77.5019798,Magadi Road,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,High,False,None,2024-03-06 01:44:04,2024-03-06 01:57:50
Other,Tree Fall,12.91704,77.5838333,Other Corridor,Central Zone,Jayanagara Traffic PS,Sri Aurobindo Circle,Low,False,None,2024-03-22 19:54:55,2024-03-22 20:43:52
Vehicle Breakdown,Breakdown,12.9993376,77.584343,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,Md Nanjundaswamy Circle,High,False,Bus,2024-03-22 21:08:16,2024-03-22 21:18:16
Vehicle Breakdown,Breakdown,12.9713268,77.6195551,Old Madras Road,Whitefield Zone,Halasur Traffic PS,Trinity Circle,High,False,Bus,2024-03-06 02:26:38,2024-03-06 02:44:47
Vehicle Breakdown,Breakdown,12.9365078,77.5179874,Mysore Road,Central Zone,Byatarayanapura Traffic PS,Rajarajeshwari Junction,High,False,LCV,2024-03-06 02:40:05,2024-03-06 03:12:52
Vehicle Breakdown,Breakdown,13.0530263,77.6460574,Other Corridor,Central Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,Low,False,Truck,2024-03-06 03:41:45,2024-03-06 05:26:11
Signal Failure,Congestion,12.988835,77.4725683,Other Corridor,West Zone,Kamakshipalya Traffic PS,Junction near Kamakshipalya Traffic PS,Medium,True,None,2024-03-06 04:22:06,2024-03-06 04:34:50
Vehicle Breakdown,Breakdown,13.0735695,77.5033353,Other Corridor,Central Zone,Chikkabanavara Traffic PS,Junction near Chikkabanavara Traffic PS,Low,False,Bus,2024-03-06 06:06:44,2024-03-06 06:49:11
Waterlogging,Waterlogging,13.0392365,77.5181492,Tumkur Road,West Zone,Peenya Traffic PS,Junction near Peenya Traffic PS,High,False,None,2024-03-06 06:18:15,2024-03-06 07:31:07
Signal Failure,Congestion,13.0413305,77.619256,ORR North 1,North Zone,Hennuru Traffic PS,Junction near Hennuru Traffic PS,High,False,None,2024-03-06 04:42:48,2024-03-06 07:17:20
Vehicle Breakdown,Breakdown,12.9614379,77.5611814,Mysore Road,Central Zone,Chamarajpet Traffic PS,Junction near Chamarajpet Traffic PS,High,False,Car,2024-03-22 23:12:47,2024-03-22 23:44:39
Vehicle Breakdown,Breakdown,12.9837217,77.6404533,Old Madras Road,Whitefield Zone,Jeevanbheemanagar Traffic PS,Junction near Jeevanbheemanagar Traffic PS,High,False,Bus,2024-03-22 23:28:16,2024-03-23 00:46:37
Vehicle Breakdown,Breakdown,13.0438821,77.5538565,ORR North 2,West Zone,Jalahalli Traffic PS,Junction near Jalahalli Traffic PS,High,False,Truck,2024-03-23 00:03:01,2024-03-23 00:32:55
Vehicle Breakdown,Breakdown,12.9082725,77.6916917,Other Corridor,Central Zone,Bellandur Traffic PS,Junction near Bellandur Traffic PS,Low,False,Bus,2024-03-23 00:59:18,2024-03-23 01:26:14
Vehicle Breakdown,Breakdown,12.9211133,77.6204127,Hosur Road,South-East Zone,Madiwala Traffic PS,Junction near Madiwala Traffic PS,High,False,Bus,2024-03-06 10:05:58,2024-03-06 10:28:58
